scanId,entryId,scanGroupIndex,Frequency,MacAddress,SSID,Strength
6533,24,7,2412,ba:61:33:5d:51:8b,Oggy,-66
6534,24,7,2437,7a:ec:99:a0:87:01,Abhishek's A55,-52
6535,24,7,2412,7a:ae:58:61:a1:27,NK,-70
6536,24,7,5785,c6:10:ef:ee:57:ec,pixel,-73
6537,24,7,5745,ee:ec:4e:98:5f:81,,-79
6538,24,7,5745,36:62:f9:a1:88:63,CSE OFFICE,-93
6539,24,7,2437,4e:e8:ef:1a:c1:95,Mahdi,-69
6540,24,7,5785,c2:3b:04:a2:01:1f,getIP().hackDevice(),-78
6541,24,7,2437,8e:fa:5f:79:06:05,Ei j eta amar wifi,-70
6542,24,8,5785,62:d5:76:41:44:83,Pixel,-78
6543,24,8,2412,8e:94:a9:8d:65:5b,vivo Y27s,-64
6544,24,8,2447,34:60:f9:a1:88:62,,-64
6545,24,8,5785,2c:fe:e2:59:d0:c2,Horion_e9,-63
6546,24,8,2412,ba:61:33:5d:51:8b,Oggy,-66
6547,24,8,2437,7a:ec:99:a0:87:01,Abhishek's A55,-52
6548,24,8,2412,7a:ae:58:61:a1:27,NK,-70
6549,24,8,5785,c6:10:ef:ee:57:ec,pixel,-73
6550,24,8,5745,ee:ec:4e:98:5f:81,,-79
6551,24,8,5745,36:62:f9:a1:88:63,CSE OFFICE,-93
6552,24,8,2437,4e:e8:ef:1a:c1:95,Mahdi,-69
6553,24,8,5785,c2:3b:04:a2:01:1f,getIP().hackDevice(),-78
6554,24,8,2437,8e:fa:5f:79:06:05,Ei j eta amar wifi,-70
6555,24,9,5785,62:d5:76:41:44:83,Pixel,-78
6556,24,9,2412,8e:94:a9:8d:65:5b,vivo Y27s,-64
6557,24,9,2447,34:60:f9:a1:88:62,,-64
6558,24,9,5785,2c:fe:e2:59:d0:c2,Horion_e9,-63
6559,24,9,2412,ba:61:33:5d:51:8b,Oggy,-66
6560,24,9,2437,7a:ec:99:a0:87:01,Abhishek's A55,-52
6561,24,9,2412,7a:ae:58:61:a1:27,NK,-70
6562,24,9,5785,c6:10:ef:ee:57:ec,pixel,-73
6563,24,9,5745,ee:ec:4e:98:5f:81,,-79
6564,24,9,5745,36:62:f9:a1:88:63,CSE OFFICE,-93
6565,24,9,2437,4e:e8:ef:1a:c1:95,Mahdi,-69
6566,24,9,5785,c2:3b:04:a2:01:1f,getIP().hackDevice(),-78
6567,24,9,2437,8e:fa:5f:79:06:05,Ei j eta amar wifi,-70
6568,24,10,5785,62:d5:76:41:44:83,Pixel,-78
6569,24,10,2412,8e:94:a9:8d:65:5b,vivo Y27s,-64
6570,24,10,2447,34:60:f9:a1:88:62,,-64
6571,24,10,5785,2c:fe:e2:59:d0:c2,Horion_e9,-63
6572,24,10,2412,ba:61:33:5d:51:8b,Oggy,-66
6573,24,10,2437,7a:ec:99:a0:87:01,Abhishek's A55,-52
6574,24,10,2412,7a:ae:58:61:a1:27,NK,-70
6575,24,10,5785,c6:10:ef:ee:57:ec,pixel,-73
6576,24,10,5745,ee:ec:4e:98:5f:81,,-79
6577,24,10,5745,36:62:f9:a1:88:63,CSE OFFICE,-93
6578,24,10,2437,4e:e8:ef:1a:c1:95,Mahdi,-69
6579,24,10,5785,c2:3b:04:a2:01:1f,getIP().hackDevice(),-78
6580,24,10,2437,8e:fa:5f:79:06:05,Ei j eta amar wifi,-70
6581,24,11,5785,62:d5:76:41:44:83,Pixel,-78
6582,24,11,2412,8e:94:a9:8d:65:5b,vivo Y27s,-64
