scanId,entryId,scanGroupIndex,Frequency,MacAddress,SSID,Strength
10157,38,15,5785,bc:22:28:21:09:21,CSE-205,-71
10158,38,15,2457,34:60:f9:a1:8b:8e,,-82
10159,38,15,5805,36:62:f9:a1:88:63,CSE OFFICE,-90
10160,38,15,5805,36:62:f9:a1:88:57,CSE OFFICE,-83
10161,38,16,2422,24:2f:d0:88:4c:62,,-79
10162,38,16,2417,1c:61:b4:9c:79:f2,,-75
10163,38,16,5180,60:63:4c:31:37:48,dlink,-79
10164,38,16,5805,34:60:f9:a1:88:63,,-90
10165,38,16,2462,26:94:5a:1b:90:4d,Tatakae🥷,-73
10166,38,16,2462,70:4c:a5:95:b6:00,BUET-Free-WiFi,-87
10167,38,16,2412,9a:a0:3f:22:6e:8f,Jibonjuddhe Here Jacchi,-76
10168,38,16,5765,bc:22:28:21:55:6b,CSE-104,-87
10169,38,16,2457,36:20:f9:a1:88:62,CSE OFFICE,-73
10170,38,16,2412,18:0f:76:c3:06:8d,CSE-304,-47
10171,38,16,2422,24:2f:d0:88:39:a2,,-68
10172,38,16,2412,00:22:b0:05:f3:bc,CSE-204,-70
10173,38,16,5785,bc:22:28:21:09:b8,,-80
10174,38,16,5785,bc:22:28:21:09:b7,,-81
10175,38,16,5745,52:29:6f:70:e8:02,Shakshor,-88
10176,38,16,2457,bc:22:28:21:09:24,CSE-205,-71
10177,38,16,5785,bc:22:28:21:09:21,CSE-205,-71
10178,38,16,2457,34:60:f9:a1:8b:8e,,-82
10179,38,16,5805,36:62:f9:a1:88:63,CSE OFFICE,-89
10180,38,16,5805,36:62:f9:a1:88:57,CSE OFFICE,-86
10181,38,17,2417,1c:61:b4:9c:79:f2,,-75
10182,38,17,5180,60:63:4c:31:37:48,dlink,-79
10183,38,17,2462,26:94:5a:1b:90:4d,Tatakae🥷,-73
10184,38,17,2462,70:4c:a5:95:b6:00,BUET-Free-WiFi,-87
10185,38,17,5765,bc:22:28:21:55:6b,CSE-104,-87
10186,38,17,2457,36:20:f9:a1:88:62,CSE OFFICE,-73
10187,38,17,2412,18:0f:76:c3:06:8d,CSE-304,-47
10188,38,17,2412,00:22:b0:05:f3:bc,CSE-204,-70
10189,38,17,5745,52:29:6f:70:e8:02,Shakshor,-88
10190,38,17,2457,bc:22:28:21:09:24,CSE-205,-71
10191,38,17,5805,36:62:f9:a1:88:63,CSE OFFICE,-89
10192,38,17,5805,36:62:f9:a1:88:57,CSE OFFICE,-86
10193,38,18,2417,1c:61:b4:9c:79:f2,,-75
10194,38,18,2432,60:63:4c:31:37:40,CSE-303,-53
10195,38,18,5180,60:63:4c:31:37:48,dlink,-78
10196,38,18,2457,34:60:f9:a1:88:62,,-68
10197,38,18,2432,5e:a9:31:22:bb:0a,CSE-LAB,-72
10198,38,18,2462,26:94:5a:1b:90:4d,Tatakae🥷,-70
10199,38,18,2462,70:4c:a5:95:b6:00,BUET-Free-WiFi,-87
10200,38,18,5765,bc:22:28:21:55:6b,CSE-104,-89
10201,38,18,2462,bc:22:28:21:55:6e,CSE-104,-69
10202,38,18,2457,36:20:f9:a1:88:62,CSE OFFICE,-67
10203,38,18,2412,18:0f:76:c3:06:8d,CSE-304,-47
10204,38,18,2412,00:22:b0:05:f3:bc,CSE-204,-58
10205,38,18,5745,52:29:6f:70:e8:02,Shakshor,-82
10206,38,18,2457,bc:22:28:21:09:24,CSE-205,-71
10207,38,18,5805,36:62:f9:a1:88:63,CSE OFFICE,-88
10208,38,18,5805,36:62:f9:a1:88:57,CSE OFFICE,-85
10209,38,19,2432,60:63:4c:31:37:40,CSE-303,-53
10210,38,19,5180,60:63:4c:31:37:48,dlink,-78
10211,38,19,2457,34:60:f9:a1:88:62,,-68
